"Family","Genus","Species","Body Mass(gram)","Binomial"
"Apodidae","Cypseloides","storeri",39.5,"Cypseloides storeri"
"Apodidae","Cypsiurus","balasiensis",9.2,"Cypsiurus balasiensis"
"Apodidae","Cypsiurus","parvus",13.6,"Cypsiurus parvus"
"Apodidae","Hirundapus","caudacutus",95.5,"Hirundapus caudacutus"
"Apodidae","Hirundapus","cochinchinensis",83.8,"Hirundapus cochinchinensis"
"Apodidae","Hirundapus","giganteus",127,"Hirundapus giganteus"
"Apodidae","Neafrapus","boehmi",14.5,"Neafrapus boehmi"
"Apodidae","Neafrapus","cassini",40,"Neafrapus cassini"
"Apodidae","Panyptila","cayennensis",21.1,"Panyptila cayennensis"
"Apodidae","Panyptila","sanctihieronymi",48.1,"Panyptila sanctihieronymi"
"Apodidae","Rhaphidura","sabini",16,"Rhaphidura sabini"
"Apodidae","Schoutedenapus","myioptilus",23.5,"Schoutedenapus myioptilus"
"Apodidae","Schoutedenapus","schoutedeni",22,"Schoutedenapus schoutedeni"
"Apodidae","Streptoprocne","biscutata",96.5,"Streptoprocne biscutata"
"Apodidae","Streptoprocne","semicollaris",175,"Streptoprocne semicollaris"
"Apodidae","Streptoprocne","zonaris",87.5,"Streptoprocne zonaris"
"Apodidae","Tachornis","furcata",6.5,"Tachornis furcata"
"Apodidae","Tachornis","squamata",11,"Tachornis squamata"
"Apodidae","Tachymarptis","aequatorialis",92.8,"Tachymarptis aequatorialis"
"Apodidae","Telacanthura","melanopygia",52,"Telacanthura melanopygia"
"Apodidae","Telacanthura","ussheri",32.7,"Telacanthura ussheri"
"Apodidae","Zoonavena","sylvatica",18,"Zoonavena sylvatica"
"Ardeidae","Agamia","agami",567,"Agamia agami"
"Ardeidae","Ardea","cinerea",1443,"Ardea cinerea"
"Ardeidae","Ardea","cocoi",2253,"Ardea cocoi"
"Ardeidae","Ardea","goliath",4468,"Ardea goliath"
"Ardeidae","Ardea","herodias",2544,"Ardea herodias"
"Ardeidae","Ardea","insignis",4000,"Ardea insignis"
"Ardeidae","Ardea","intermedia",600,"Ardea intermedia"
"Ardeidae","Ardea","melanocephala",1060,"Ardea melanocephala"
"Ardeidae","Ardea","pacifica",881,"Ardea pacifica"
"Ardeidae","Ardea","picata",249,"Ardea picata"
"Ardeidae","Ardea","purpurea",970,"Ardea purpurea"
"Ardeidae","Ardea","sumatrana",2024,"Ardea sumatrana"
"Ardeidae","Ardeola","bacchus",306,"Ardeola bacchus"
"Ardeidae","Ardeola","grayii",253,"Ardeola grayii"
"Ardeidae","Ardeola","idea",287,"Ardeola idea"
"Ardeidae","Ardeola","ralloides",287,"Ardeola ralloides"
"Ardeidae","Ardeola","rufiventris",229,"Ardeola rufiventris"
"Ardeidae","Ardeola","speciosa",181,"Ardeola speciosa"
"Ardeidae","Botaurus","lentiginosus",706,"Botaurus lentiginosus"
"Ardeidae","Botaurus","pinnatus",839,"Botaurus pinnatus"
"Ardeidae","Botaurus","poiciloptilus",1111,"Botaurus poiciloptilus"
"Ardeidae","Botaurus","stellaris",1325,"Botaurus stellaris"
"Ardeidae","Bubulcus","ibis",366,"Bubulcus ibis"
"Ardeidae","Butorides","striatus",184,"Butorides striatus"
"Ardeidae","Butorides","virescens",212,"Butorides virescens"
"Ardeidae","Casmerodius","albus",874,"Casmerodius albus"
"Ardeidae","Cochlearius","cochlearius",645,"Cochlearius cochlearius"
"Ardeidae","Dupetor","flavicollis",318,"Dupetor flavicollis"
"Ardeidae","Egretta","ardesiaca",324,"Egretta ardesiaca"
"Ardeidae","Egretta","caerulea",340,"Egretta caerulea"
"Ardeidae","Egretta","eulophotes",470,"Egretta eulophotes"
"Ardeidae","Egretta","garzetta",312,"Egretta garzetta"
"Ardeidae","Egretta","gularis",400,"Egretta gularis"
"Ardeidae","Egretta","novaehollandiae",560,"Egretta novaehollandiae"
"Ardeidae","Egretta","rufescens",614,"Egretta rufescens"
"Ardeidae","Egretta","thula",371,"Egretta thula"
"Ardeidae","Egretta","tricolor",375,"Egretta tricolor"
"Ardeidae","Egretta","vinaceigula",288,"Egretta vinaceigula"
"Ardeidae","Gorsachius","leuconotus",400,"Gorsachius leuconotus"
"Ardeidae","Gorsachius","magnificus",467,"Gorsachius magnificus"
"Ardeidae","Gorsachius","melanolophus",414,"Gorsachius melanolophus"
"Ardeidae","Ixobrychus","cinnamomeus",127,"Ixobrychus cinnamomeus"
"Ardeidae","Ixobrychus","eurhythmus",142,"Ixobrychus eurhythmus"
"Ardeidae","Ixobrychus","exilis",86.3,"Ixobrychus exilis"
"Ardeidae","Ixobrychus","involucris",80.1,"Ixobrychus involucris"
"Ardeidae","Ixobrychus","minutus",101,"Ixobrychus minutus"
"Ardeidae","Ixobrychus","sinensis",94.3,"Ixobrychus sinensis"
"Ardeidae","Ixobrychus","sturmii",133,"Ixobrychus sturmii"
"Ardeidae","Mesophoyx","intermedia",500,"Mesophoyx intermedia"
"Ardeidae","Nyctanassa","violacea",683,"Nyctanassa violacea"
"Ardeidae","Nycticorax","caledonicus",856,"Nycticorax caledonicus"
"Ardeidae","Nycticorax","nycticorax",810,"Nycticorax nycticorax"
"Ardeidae","Pilherodius","pileatus",570,"Pilherodius pileatus"
"Ardeidae","Syrigma","sibilatrix",463,"Syrigma sibilatrix"
"Ardeidae","Tigriornis","leucolophus",750,"Tigriornis leucolophus"
"Ardeidae","Tigrisoma","fasciatum",850,"Tigrisoma fasciatum"
"Ardeidae","Tigrisoma","lineatum",813,"Tigrisoma lineatum"
"Ardeidae","Tigrisoma","mexicanum",1160,"Tigrisoma mexicanum"
"Ardeidae","Zebrilus","undulatus",123,"Zebrilus undulatus"
"Batrachostomidae","Batrachostomus","affinis",50,"Batrachostomus affinis"
"Batrachostomidae","Batrachostomus","auritus",206,"Batrachostomus auritus"
"Batrachostomidae","Batrachostomus","hodgsoni",51,"Batrachostomus hodgsoni"
"Batrachostomidae","Batrachostomus","moniliger",52.8,"Batrachostomus moniliger"
"Batrachostomidae","Batrachostomus","stellatus",52.1,"Batrachostomus stellatus"
"Bombycillidae","Bombycilla","cedrorum",31.6,"Bombycilla cedrorum"
"Bombycillidae","Bombycilla","garrulus",54.5,"Bombycilla garrulus"
"Bombycillidae","Bombycilla","japonica",42.3,"Bombycilla japonica"
"Bombycillidae","Phainopepla","nitens",22.1,"Phainopepla nitens"
"Bombycillidae","Phainoptila","melanoxantha",56,"Phainoptila melanoxantha"
"Bombycillidae","Ptilogonys","caudatus",36.3,"Ptilogonys caudatus"
"Bombycillidae","Ptilogonys","cinereus",33.6,"Ptilogonys cinereus"
"Bucconidae","Bucco","capensis",54,"Bucco capensis"
"Bucconidae","Bucco","macrodactylus",25,"Bucco macrodactylus"
"Bucconidae","Bucco","noanamae",38.8,"Bucco noanamae"
"Bucconidae","Bucco","tamatia",35.5,"Bucco tamatia"
"Bucconidae","Chelidoptera","tenebrosa",35.9,"Chelidoptera tenebrosa"
"Bucconidae","Hapaloptila","castanea",80.6,"Hapaloptila castanea"
"Bucconidae","Hypnelus","ruficollis",49.9,"Hypnelus ruficollis"
"Bucconidae","Malacoptila","fulvogularis",57.4,"Malacoptila fulvogularis"
"Bucconidae","Malacoptila","fusca",45.4,"Malacoptila fusca"
"Bucconidae","Malacoptila","mystacalis",49,"Malacoptila mystacalis"
"Bucconidae","Malacoptila","panamensis",42.6,"Malacoptila panamensis"
"Bucconidae","Malacoptila","rufa",48.3,"Malacoptila rufa"
"Bucconidae","Malacoptila","semicincta",44,"Malacoptila semicincta"
"Bucconidae","Malacoptila","striata",44.1,"Malacoptila striata"
"Bucconidae","Micromonacha","lanceolata",19.8,"Micromonacha lanceolata"
"Bucconidae","Monasa","atra",90.4,"Monasa atra"
"Bucconidae","Monasa","flavirostris",62.8,"Monasa flavirostris"
"Bucconidae","Monasa","morphoeus",89.5,"Monasa morphoeus"
"Bucconidae","Monasa","nigrifrons",80.7,"Monasa nigrifrons"
"Bucconidae","Nonnula","amaurocephala",15.5,"Nonnula amaurocephala"
"Bucconidae","Nonnula","brunnea",22.1,"Nonnula brunnea"
"Bucconidae","Nonnula","frontalis",15.7,"Nonnula frontalis"
"Bucconidae","Nonnula","rubecula",18.4,"Nonnula rubecula"
"Bucconidae","Nonnula","ruficapilla",22,"Nonnula ruficapilla"
"Bucconidae","Nonnula","sclateri",16,"Nonnula sclateri"
"Bucconidae","Notharchus","macrorhynchos",95.9,"Notharchus macrorhynchos"
"Bucconidae","Notharchus","ordii",52.8,"Notharchus ordii"
"Bucconidae","Notharchus","pectoralis",69.1,"Notharchus pectoralis"
"Bucconidae","Notharchus","tectus",26.8,"Notharchus tectus"
"Bucconidae","Nystalus","chacuru",52.3,"Nystalus chacuru"
"Bucconidae","Nystalus","maculatus",42,"Nystalus maculatus"
"Bucconidae","Nystalus","radiatus",61,"Nystalus radiatus"
"Bucconidae","Nystalus","striatipectus",55.3,"Nystalus striatipectus"
"Bucconidae","Nystalus","striolatus",47,"Nystalus striolatus"
"Bucerotidae","Aceros","comatus",1470,"Aceros comatus"
"Bucerotidae","Aceros","corrugatus",1590,"Aceros corrugatus"
"Bucerotidae","Aceros","nipalensis",2385,"Aceros nipalensis"
"Bucerotidae","Aceros","subruficollis",2042,"Aceros subruficollis"
"Bucerotidae","Aceros","undulatus",2233,"Aceros undulatus"
"Bucerotidae","Anorrhinus","galeritus",1172,"Anorrhinus galeritus"
"Bucerotidae","Anorrhinus","tickelli",796,"Anorrhinus tickelli"
"Bucerotidae","Anthracoceros","albirostris",787,"Anthracoceros albirostris"
"Bucerotidae","Anthracoceros","coronatus",809,"Anthracoceros coronatus"
"Bucerotidae","Anthracoceros","malayanus",1050,"Anthracoceros malayanus"
"Bucerotidae","Buceros","bicornis",2799,"Buceros bicornis"
"Bucerotidae","Buceros","rhinoceros",2380,"Buceros rhinoceros"
"Bucerotidae","Buceros","vigil",2893,"Buceros vigil"
"Bucerotidae","Ceratogymna","atrata",1204,"Ceratogymna atrata"
"Bucerotidae","Ceratogymna","brevis",1235,"Ceratogymna brevis"
"Bucerotidae","Ceratogymna","bucinator",644,"Ceratogymna bucinator"
"Bucerotidae","Ceratogymna","cylindricus",921,"Ceratogymna cylindricus"
"Bucerotidae","Ceratogymna","elata",1925,"Ceratogymna elata"
"Bucerotidae","Ceratogymna","fistulator",510,"Ceratogymna fistulator"
"Caprimulgidae","Caprimulgus","nigrescens",35.7,"Caprimulgus nigrescens"
"Caprimulgidae","Caprimulgus","nigriscapularis",49,"Caprimulgus nigriscapularis"
"Caprimulgidae","Caprimulgus","nubicus",49.3,"Caprimulgus nubicus"
"Caprimulgidae","Caprimulgus","parvulus",37,"Caprimulgus parvulus"
"Caprimulgidae","Caprimulgus","pectoralis",52.5,"Caprimulgus pectoralis"
"Caprimulgidae","Caprimulgus","poliocephalus",41.8,"Caprimulgus poliocephalus"
"Caprimulgidae","Caprimulgus","ridgwayi",48,"Caprimulgus ridgwayi"
"Caprimulgidae","Caprimulgus","ruficollis",68.5,"Caprimulgus ruficollis"
"Caprimulgidae","Caprimulgus","rufigena",52.5,"Caprimulgus rufigena"
"Caprimulgidae","Caprimulgus","rufus",94.2,"Caprimulgus rufus"
"Caprimulgidae","Caprimulgus","ruwenzorii",49,"Caprimulgus ruwenzorii"
"Caprimulgidae","Caprimulgus","salvini",56,"Caprimulgus salvini"
"Caprimulgidae","Caprimulgus","saturatus",52,"Caprimulgus saturatus"
"Caprimulgidae","Caprimulgus","sericocaudatus",83,"Caprimulgus sericocaudatus"
"Caprimulgidae","Caprimulgus","stellatus",58.2,"Caprimulgus stellatus"
"Caprimulgidae","Caprimulgus","tristigma",79,"Caprimulgus tristigma"
"Caprimulgidae","Caprimulgus","vociferus",53.4,"Caprimulgus vociferus"
"Caprimulgidae","Caprimulgus","whiteleyi",41,"Caprimulgus whiteleyi"
"Caprimulgidae","Chordeiles","acutipennis",48.5,"Chordeiles acutipennis"
"Caprimulgidae","Chordeiles","minor",79.3,"Chordeiles minor"
"Caprimulgidae","Chordeiles","pusillus",33.4,"Chordeiles pusillus"
"Caprimulgidae","Chordeiles","rupestris",45.2,"Chordeiles rupestris"
"Caprimulgidae","Chordeiles","vielliardi",24,"Chordeiles vielliardi"
"Caprimulgidae","Eleothreptus","anomalus",43.7,"Eleothreptus anomalus"
"Caprimulgidae","Hydropsalis","climacocerca",46,"Hydropsalis climacocerca"
"Caprimulgidae","Hydropsalis","torquata",57.8,"Hydropsalis torquata"
"Caprimulgidae","Lurocalis","rufiventris",59.3,"Lurocalis rufiventris"
"Caprimulgidae","Lurocalis","semitorquatus",75.9,"Lurocalis semitorquatus"
"Caprimulgidae","Macrodipteryx","longipennis",48,"Macrodipteryx longipennis"
"Caprimulgidae","Macrodipteryx","vexillaria",72.4,"Macrodipteryx vexillaria"
"Caprimulgidae","Macropsalis","forcipata",120,"Macropsalis forcipata"
"Caprimulgidae","Nyctidromus","albicollis",58.1,"Nyctidromus albicollis"
"Caprimulgidae","Nyctiphrynus","mcleodii",35,"Nyctiphrynus mcleodii"
"Caprimulgidae","Nyctiphrynus","ocellatus",39.6,"Nyctiphrynus ocellatus"
"Caprimulgidae","Nyctiphrynus","rosenbergi",52,"Nyctiphrynus rosenbergi"
"Caprimulgidae","Nyctiphrynus","yucatanicus",24.5,"Nyctiphrynus yucatanicus"
"Caprimulgidae","Nyctiprogne","leucopyga",27.3,"Nyctiprogne leucopyga"
"Caprimulgidae","Phalaenoptilus","nuttallii",48.4,"Phalaenoptilus nuttallii"
"Caprimulgidae","Podager","nacunda",159,"Podager nacunda"
"Caprimulgidae","Uropsalis","lyra",71.2,"Uropsalis lyra"
"Caprimulgidae","Uropsalis","segmentata",42.9,"Uropsalis segmentata"
"Cariamidae","Cariama","cristata",1400,"Cariama cristata"
"Cariamidae","Chunga","burmeisteri",1298,"Chunga burmeisteri"
"Centropidae","Centropus","anselli",210,"Centropus anselli"
"Centropidae","Centropus","bengalensis",161,"Centropus bengalensis"
"Centropidae","Centropus","cupreicaudus",286,"Centropus cupreicaudus"
"Centropidae","Centropus","grillii",226,"Centropus grillii"
"Centropidae","Centropus","leucogaster",309,"Centropus leucogaster"
"Centropidae","Centropus","monachus",204,"Centropus monachus"
"Centropidae","Centropus","phasianinus",390,"Centropus phasianinus"
"Centropidae","Centropus","rectunguis",238,"Centropus rectunguis"
"Centropidae","Centropus","senegalensis",169,"Centropus senegalensis"
"Centropidae","Centropus","sinensis",283,"Centropus sinensis"
"Centropidae","Centropus","superciliosus",150,"Centropus superciliosus"
"Certhiidae","Auriparus","flaviceps",6.8,"Auriparus flaviceps"
"Certhiidae","Campylorhynchus","albobrunneus",32.9,"Campylorhynchus albobrunneus"
"Certhiidae","Campylorhynchus","brunneicapillus",38.9,"Campylorhynchus brunneicapillus"
"Certhiidae","Campylorhynchus","chiapensis",50.9,"Campylorhynchus chiapensis"
"Certhiidae","Campylorhynchus","fasciatus",30,"Campylorhynchus fasciatus"
"Certhiidae","Campylorhynchus","griseus",42.4,"Campylorhynchus griseus"
"Certhiidae","Campylorhynchus","gularis",30.1,"Campylorhynchus gularis"
"Certhiidae","Campylorhynchus","jocosus",27.6,"Campylorhynchus jocosus"
"Certhiidae","Campylorhynchus","megalopterus",33.1,"Campylorhynchus megalopterus"
"Certhiidae","Campylorhynchus","nuchalis",23.2,"Campylorhynchus nuchalis"
"Certhiidae","Campylorhynchus","rufinucha",31,"Campylorhynchus rufinucha"
"Certhiidae","Campylorhynchus","turdinus",32.6,"Campylorhynchus turdinus"
"Certhiidae","Campylorhynchus","yucatanicus",35.5,"Campylorhynchus yucatanicus"
"Certhiidae","Campylorhynchus","zonatus",34.6,"Campylorhynchus zonatus"
"Certhiidae","Catherpes","mexicanus",11.3,"Catherpes mexicanus"
"Certhiidae","Certhia","americana",8.1,"Certhia americana"
"Certhiidae","Certhia","brachydactyla",8.2,"Certhia brachydactyla"
"Certhiidae","Certhia","discolor",10.4,"Certhia discolor"
"Certhiidae","Certhia","familiaris",9,"Certhia familiaris"
"Certhiidae","Certhia","himalayana",8.8,"Certhia himalayana"
"Certhiidae","Certhia","nipalensis",11.1,"Certhia nipalensis"
"Certhiidae","Cinnycerthia","fulva",16.6,"Cinnycerthia fulva"
"Certhiidae","Cinnycerthia","olivascens",24.5,"Cinnycerthia olivascens"
"Certhiidae","Cinnycerthia","peruana",19.5,"Cinnycerthia peruana"
"Certhiidae","Cinnycerthia","unirufa",29.4,"Cinnycerthia unirufa"
"Certhiidae","Cistothorus","apolinari",17.7,"Cistothorus apolinari"
"Certhiidae","Cistothorus","meridae",12.9,"Cistothorus meridae"
"Certhiidae","Cistothorus","palustris",10.6,"Cistothorus palustris"
"Certhiidae","Cistothorus","platensis",8.5,"Cistothorus platensis"
"Certhiidae","Cyphorhinus","arada",20.9,"Cyphorhinus arada"
"Certhiidae","Cyphorhinus","phaeocephalus",24.6,"Cyphorhinus phaeocephalus"
"Certhiidae","Cyphorhinus","thoracicus",31.4,"Cyphorhinus thoracicus"
"Certhiidae","Donacobius","atricapilla",36.8,"Donacobius atricapilla"
"Certhiidae","Henicorhina","leucophrys",15.9,"Henicorhina leucophrys"
"Certhiidae","Henicorhina","leucoptera",13.8,"Henicorhina leucoptera"
"Certhiidae","Henicorhina","leucosticta",14.2,"Henicorhina leucosticta"
"Certhiidae","Hylorchilus","navai",29.3,"Hylorchilus navai"
"Certhiidae","Hylorchilus","sumichrasti",28.4,"Hylorchilus sumichrasti"
"Certhiidae","Microbates","cinereiventris",11.9,"Microbates cinereiventris"
"Certhiidae","Microbates","collaris",10.2,"Microbates collaris"
"Certhiidae","Microcerculus","bambla",19.1,"Microcerculus bambla"
"Certhiidae","Microcerculus","marginatus",18,"Microcerculus marginatus"
"Certhiidae","Microcerculus","philomela",17.8,"Microcerculus philomela"
"Certhiidae","Microcerculus","ustulatus",21,"Microcerculus ustulatus"
"Certhiidae","Odontorchilus","branickii",9.6,"Odontorchilus branickii"
"Certhiidae","Odontorchilus","cinereus",11,"Odontorchilus cinereus"
"Certhiidae","Polioptila","albiloris",6.3,"Polioptila albiloris"
"Certhiidae","Polioptila","caerulea",5.8,"Polioptila caerulea"
"Certhiidae","Polioptila","californica",5.8,"Polioptila californica"
"Certhiidae","Polioptila","dumicola",7,"Polioptila dumicola"
"Certhiidae","Polioptila","guianensis",5.9,"Polioptila guianensis"
"Certhiidae","Polioptila","lactea",6.5,"Polioptila lactea"
"Certhiidae","Polioptila","maior",6.5,"Polioptila maior"
"Certhiidae","Polioptila","melanura",5.2,"Polioptila melanura"
"Certhiidae","Polioptila","nigriceps",5.6,"Polioptila nigriceps"
"Certhiidae","Polioptila","plumbea",6.1,"Polioptila plumbea"
"Certhiidae","Polioptila","schistaceigula",6,"Polioptila schistaceigula"
"Certhiidae","Ramphocaenus","melanurus",9.7,"Ramphocaenus melanurus"
"Certhiidae","Salpinctes","obsoletus",16.5,"Salpinctes obsoletus"
"Certhiidae","Salpornis","spilonotus",14.8,"Salpornis spilonotus"
"Certhiidae","Thryomanes","bewickii",9.9,"Thryomanes bewickii"
"Certhiidae","Thryorchilus","browni",14,"Thryorchilus browni"
"Certhiidae","Thryothorus","atrogularis",24.3,"Thryothorus atrogularis"
"Certhiidae","Thryothorus","colombianus",16,"Thryothorus colombianus"
"Certhiidae","Thryothorus","coraya",17.2,"Thryothorus coraya"
"Certhiidae","Thryothorus","eisenmanni",23.2,"Thryothorus eisenmanni"
"Certhiidae","Thryothorus","euophrys",30.5,"Thryothorus euophrys"
"Certhiidae","Thryothorus","fasciatoventris",24,"Thryothorus fasciatoventris"
"Certhiidae","Thryothorus","felix",13.2,"Thryothorus felix"
"Certhiidae","Thryothorus","genibarbis",19.2,"Thryothorus genibarbis"
"Certhiidae","Thryothorus","griseus",13.8,"Thryothorus griseus"
"Certhiidae","Thryothorus","guarayanus",13.5,"Thryothorus guarayanus"
"Certhiidae","Thryothorus","leucopogon",15.1,"Thryothorus leucopogon"
"Certhiidae","Thryothorus","leucotis",19.5,"Thryothorus leucotis"
"Certhiidae","Thryothorus","longirostris",21.3,"Thryothorus longirostris"
"Certhiidae","Thryothorus","ludovicianus",18.6,"Thryothorus ludovicianus"
"Certhiidae","Thryothorus","maculipectus",15.1,"Thryothorus maculipectus"
"Certhiidae","Thryothorus","modestus",17.1,"Thryothorus modestus"
"Certhiidae","Thryothorus","mystacalis",29,"Thryothorus mystacalis"
"Certhiidae","Thryothorus","nicefori",21.9,"Thryothorus nicefori"
"Certhiidae","Thryothorus","nigricapillus",23.9,"Thryothorus nigricapillus"
"Certhiidae","Thryothorus","paucimaculatus",16,"Thryothorus paucimaculatus"
"Certhiidae","Thryothorus","pleurostictus",17.7,"Thryothorus pleurostictus"
"Certhiidae","Thryothorus","rufalbus",24.3,"Thryothorus rufalbus"
"Certhiidae","Thryothorus","rutilus",16.5,"Thryothorus rutilus"
"Certhiidae","Thryothorus","sclateri",20,"Thryothorus sclateri"
"Certhiidae","Thryothorus","semibadius",17,"Thryothorus semibadius"
"Certhiidae","Thryothorus","sinaloa",15.1,"Thryothorus sinaloa"
"Certhiidae","Thryothorus","spadix",21.9,"Thryothorus spadix"
"Certhiidae","Thryothorus","superciliaris",22.8,"Thryothorus superciliaris"
"Certhiidae","Thryothorus","thoracicus",17.6,"Thryothorus thoracicus"
"Certhiidae","Troglodytes","aedon",10.9,"Troglodytes aedon"
"Certhiidae","Troglodytes","monticola",12.1,"Troglodytes monticola"
"Certhiidae","Troglodytes","ochraceus",9.5,"Troglodytes ochraceus"
"Certhiidae","Troglodytes","rufociliatus",11,"Troglodytes rufociliatus"
"Certhiidae","Troglodytes","rufulus",16,"Troglodytes rufulus"
"Certhiidae","Troglodytes","solstitialis",12.5,"Troglodytes solstitialis"
"Certhiidae","Troglodytes","troglodytes",9,"Troglodytes troglodytes"
"Certhiidae","Uropsila","leucogastra",9.1,"Uropsila leucogastra"
"Cerylidae","Ceryle","rudis",84.4,"Ceryle rudis"
